Packet_Size,Packet_Rate,Duration,Protocol,Source_Port,Destination_Port,Bytes,Flow_Duration,Device_Type,Attack_Type,Label
325.7953503,37.81740228,5.98210921,UDP,28266,80,3789.170287,9.574662561,Sensor,None,0
630.8566389,20.63678725,3.187137881,TCP,44627,80,2114.238389,11.12532449,Smart Thermostat,None,0
577.0052779,32.22899163,6.439655962,ICMP,26306,80,3941.961472,11.8709263,Smart Lock,None,0
383.5820576,21.12304344,7.671568673,TCP,33466,22,3557.464288,14.36513673,Smart TV,None,0
63.02669293,677.9662598,1,TCP,57339,3389,2092.81483,1.10091888,Router,Port Scan,1
51.62792936,621.9274903,1,UDP,31761,22,2069.863275,1,Router,Port Scan,1
391.916938,24.12679237,5.021971027,TCP,49353,22,2689.70325,3.886814477,Smart TV,None,0
185.8319618,367.9770696,31.04309547,UDP,50793,23,34577.1972,12.12644864,Sensor,Botnet,1
234.2975155,33.4572658,7.379244011,TCP,48044,8080,3296.930919,9.641901402,Router,None,0
482.7233469,22.01665221,6.199653551,TCP,28126,22,3546.140142,6.372636086,Smart TV,None,0
187.4308305,126.947562,17.41618713,TCP,4036,22,9810.791697,17.03404039,Router,Brute Force,1
1656.172873,798.2413585,1.188934547,TCP,38113,3389,67305.61265,1.962031443,Sensor,DDoS,1
205.793294,139.3711371,17.64582426,TCP,13298,443,5295.020155,27.26359329,Smart TV,Brute Force,1
1744.45939,1203.562371,1,UDP,47926,23,117357.9314,2.607713725,Router,DDoS,1
654.4210715,10.90237094,2.441006408,TCP,3148,22,3634.283214,14.19740915,Smart TV,None,0
60.44770726,611.8777467,1,TCP,58258,443,1454.421411,1.487900711,Smart Lock,Port Scan,1
664.6864921,39.03800129,2.901406328,UDP,46694,8080,4419.200608,10.44466929,Smart TV,None,0
64.96970537,462.1836031,1,UDP,11079,80,2449.740065,1,Router,Port Scan,1
983.0988851,36.91282099,5.199344415,UDP,23561,21,3786.289766,8.396199279,Router,None,0
752.5102105,305.0004718,32.20095417,TCP,4647,443,43877.53793,17.68401661,Router,Malware,1
824.7713748,187.5473124,21.8724224,UDP,49824,3389,43787.25986,42.05057453,Router,Malware,1
456.1882429,49.72895855,4.686416419,TCP,57173,22,2977.050072,8.545005765,Router,None,0
60.56943229,503.0077868,1,TCP,27838,443,2452.015979,1.099115648,Smart Lock,Port Scan,1
276.5785816,30.29109947,5.061834556,TCP,31331,80,1327.165567,11.18780162,Sensor,None,0
87.2685455,636.4265083,1,UDP,34042,22,1615.702355,1.63094186,Camera,Port Scan,1
265.8991482,412.4037005,21.43933688,TCP,15335,3389,42951.74236,40.90324944,Router,Botnet,1
529.20787,21.78108228,8.150753299,TCP,56141,8080,3660.394974,7.330629021,Camera,None,0
328.4859427,421.962787,14.14175966,TCP,32386,80,20597.6613,20.80834658,Sensor,Botnet,1
448.1552553,50.69371152,9.244395009,TCP,58875,21,5191.671436,6.438407803,Camera,None,0
487.1346597,28.97286053,5.063148245,TCP,3397,443,4189.756561,11.98779445,Smart Lock,None,0
327.037904,41.09969643,7.713526315,TCP,20112,443,4616.235397,3.018700609,Camera,None,0
80.48885724,768.8277085,1,ICMP,12108,3389,1852.57458,1,Smart Thermostat,Port Scan,1
399.0247816,27.25145896,6.559242041,TCP,45396,21,5315.236629,13.59751141,Smart Lock,None,0
397.6474619,36.47574103,3.336954455,TCP,42306,443,5160.092847,13.13815675,Smart TV,None,0
184.5403031,159.8670351,19.37006177,UDP,12997,443,7172.13127,23.4135579,Smart TV,Brute Force,1
489.6679218,37.90806122,5.689290452,TCP,42368,21,4897.815408,14.88681084,Camera,None,0
437.1864029,26.53563748,8.422845598,UDP,34113,21,5610.900936,11.87364528,Camera,None,0
67.03971634,913.789104,1,UDP,11574,3389,1503.454327,1,Smart TV,Port Scan,1
59.62326716,654.0016141,1,TCP,56339,23,2081.437203,1.169939657,Sensor,Port Scan,1
234.4522324,186.0652149,21.2117313,TCP,42977,22,7015.54702,29.47001897,Smart TV,Brute Force,1
74.27474693,702.2325999,1,UDP,14509,3389,2777.056763,1,Smart Thermostat,Port Scan,1
216.2153513,186.9964622,6.375489546,TCP,4430,23,6946.079734,32.19788044,Smart Lock,Brute Force,1
569.7438574,21.73656823,6.435451218,UDP,18983,443,3830.125516,14.14383705,Router,None,0
598.251674,30.94592533,6.569377432,TCP,58793,80,2191.855953,14.63047857,Smart TV,None,0
210.54878,123.792182,14.67850765,UDP,6377,443,11020.47719,15.99819514,Smart Thermostat,Brute Force,1
56.30288539,600.9389753,1,TCP,47424,23,1340.311265,1.525812533,Sensor,Port Scan,1
153.5221173,209.5621908,12.04574888,UDP,31145,80,7920.387165,9.896732369,Router,Brute Force,1
362.3801501,20.59778791,3.730373672,ICMP,37257,443,4729.715674,5.238705098,Sensor,None,0
713.3985088,21.33583861,5.027796419,UDP,30594,80,3350.73708,5.54331399,Smart Lock,None,0
721.0493839,288.2489186,33.97058768,TCP,34740,23,50189.89768,24.8144053,Smart Lock,Malware,1
711.4933826,307.0450559,30.12257476,TCP,11150,3389,69285.42654,41.97596788,Smart TV,Malware,1
494.8148208,38.6817678,6.804734834,TCP,16226,21,4024.549832,9.03597241,Smart Lock,None,0
1637.880084,1066.151646,1,UDP,28046,23,80863.1174,3.414679834,Smart TV,DDoS,1
46.65100912,510.190279,1,UDP,22373,443,1913.648081,1,Sensor,Port Scan,1
891.1198078,358.9944654,40.03474832,TCP,45521,80,44425.11279,30.23167528,Smart Lock,Malware,1
573.3895238,36.71012427,4.095119321,UDP,41422,8080,4777.93422,8.829384118,Router,None,0
275.3389111,16.53470787,4.486948885,UDP,19935,8080,4078.925213,8.698499077,Camera,None,0
358.3286792,28.8419649,7.117105632,TCP,50272,80,5024.756734,8.745194829,Smart Lock,None,0
282.6397623,615.6601426,17.52361124,ICMP,15175,443,25402.19328,28.95810994,Smart TV,Botnet,1
675.4826316,38.09194732,5.190878077,TCP,39859,22,4687.761132,13.63865108,Smart TV,None,0
545.1314441,42.71071871,1,UDP,30457,22,5152.682877,14.71418499,Smart Lock,None,0
738.9184256,25.77317015,3.667968372,ICMP,9024,443,1187.653006,6.991785964,Router,None,0
503.8844121,31.4732233,4.060326983,ICMP,16030,8080,4509.820708,11.65557631,Camera,None,0
502.5438372,3.059973823,7.485660768,UDP,52803,80,4994.955598,7.967379961,Camera,None,0
507.3217826,38.89413457,4.80157653,TCP,7398,21,4572.095724,11.12719089,Smart TV,None,0
459.6650477,11.41512062,5.904508245,TCP,42124,80,5134.532449,12.29708658,Router,None,0
335.5537221,373.9079826,14.45159457,TCP,36510,3389,31119.28834,13.37556371,Smart TV,Botnet,1
680.8122311,20.2263938,7.156872153,TCP,38177,443,4561.844418,8.204323981,Camera,None,0
223.1414158,143.2424342,18.7709222,ICMP,58623,23,7973.642611,11.65532352,Camera,Brute Force,1
635.5497025,10.1212417,1.970211186,TCP,65246,80,4044.18992,11.18024742,Sensor,None,0
374.5684662,24.32277857,3.758357229,UDP,8646,22,3844.86971,14.29275706,Smart Thermostat,None,0
1434.347182,667.2449506,1,UDP,36332,3389,59356.96879,2.298372421,Smart Thermostat,DDoS,1
387.5420952,39.18232527,4.323088508,UDP,38156,21,3322.230299,11.14280484,Camera,None,0
417.8532771,23.16908198,8.074715104,TCP,6596,22,3844.866869,14.05922073,Router,None,0
59.12568964,607.5690808,1,UDP,15384,80,1740.68905,1.176302661,Smart Lock,Port Scan,1
570.9201094,178.3031313,25.79676694,UDP,37090,23,53511.43977,29.03066553,Camera,Malware,1
426.998168,41.79362313,4.012835497,UDP,6098,22,3776.017836,2.736466428,Sensor,None,0
1521.000885,655.8864865,1,TCP,51990,443,88245.73574,2.148808106,Camera,DDoS,1
374.3349488,36.10841031,3.626124757,TCP,15379,443,4561.541155,10.41032235,Smart Lock,None,0
596.0862946,32.76819729,2.299157164,UDP,20992,80,4869.675757,13.53455456,Smart Thermostat,None,0
59.1197437,501.5591613,1,TCP,46106,443,2315.37942,1,Sensor,Port Scan,1
586.5470447,44.61799168,3.307795728,TCP,15916,443,3772.234454,12.31663443,Smart Lock,None,0
558.7551373,10.50961431,4.106405188,TCP,29201,443,3858.281904,8.902729843,Router,None,0
1292.282366,1160.336682,1.4387552,TCP,2991,23,87818.13351,1.380006102,Smart Thermostat,DDoS,1
455.5147539,20.95192497,4.660898569,UDP,46800,80,2830.389998,6.09419629,Sensor,None,0
686.2791034,233.4399361,21.53153646,TCP,60537,23,34023.42608,45.72352152,Router,Malware,1
861.3842387,265.0113828,24.38299799,UDP,41732,80,54941.06824,42.99311184,Smart TV,Malware,1
542.8570309,18.45414386,3.211433956,UDP,45183,443,2787.789976,10.39770913,Smart Lock,None,0
508.1721156,44.80453034,5.230361766,TCP,59418,8080,4197.731977,12.10907638,Camera,None,0
491.9188817,49.0763597,7.442712259,TCP,34319,443,4121.03794,14.5789096,Smart Lock,None,0
1024.800449,801.1661758,1,UDP,31047,3389,81956.11677,1.971489817,Smart Thermostat,DDoS,1
882.034102,260.4374184,21.70034477,TCP,58353,23,44413.64211,35.02810984,Camera,Malware,1
783.3463817,232.6967648,38.25453797,UDP,42687,443,62312.52879,24.00496315,Camera,Malware,1
167.7675905,172.4353558,14.0155517,TCP,29788,22,8568.171957,18.39539454,Smart Thermostat,Brute Force,1
63.09516806,719.7202936,1,TCP,31150,80,2068.99844,1,Smart Lock,Port Scan,1
341.6029621,302.422133,18.23766776,TCP,23986,443,18700.02959,33.47858382,Router,Botnet,1
648.2296866,30.13355592,7.209880978,TCP,48504,22,4363.009248,12.09246494,Sensor,None,0
173.0236926,104.9331775,13.04563531,TCP,49175,3389,9983.556743,21.65529383,Smart Thermostat,Brute Force,1
385.1128729,30.24077406,2.236841653,UDP,20007,21,3565.041501,9.252895882,Smart Thermostat,None,0
48.78514797,662.4760102,1,UDP,19443,22,2105.249091,1.012782767,Smart TV,Port Scan,1
648.446065,29.49412599,7.615831248,TCP,34341,21,3959.905088,7.819016883,Sensor,None,0
392.0671713,26.67403339,9.306935854,TCP,23128,8080,4180.335341,5.944612222,Smart Lock,None,0
1260.850818,527.6381483,1,TCP,8762,22,77727.65056,2.767369802,Sensor,DDoS,1
438.0187109,39.14624054,2.263331405,TCP,47004,22,4111.350429,8.834100457,Sensor,None,0
433.0725335,25.91611373,5.077162246,TCP,7905,8080,3323.982694,7.413046122,Sensor,None,0
216.5727375,190.0357471,18.85947673,UDP,41968,443,10987.95836,13.20862475,Smart Lock,Brute Force,1
532.8660726,39.97384584,6.038141426,ICMP,7802,8080,5964.63552,12.70323652,Smart Thermostat,None,0
478.4095863,38.48516105,8.09179296,TCP,25124,22,4757.118369,12.60610803,Smart Thermostat,None,0
1411.600244,1118.643093,1,UDP,31696,23,90820.04078,2.654723054,Smart TV,DDoS,1
616.5207603,14.19660682,5.893323031,TCP,24865,22,3573.395017,13.49483334,Sensor,None,0
450.2632321,36.33910378,5.005986582,TCP,23110,443,3625.158537,12.26874449,Sensor,None,0
380.0018263,33.56712639,6.493693621,TCP,49212,443,3695.689831,9.358433197,Smart Lock,None,0
206.7782808,111.8491034,11.07259144,UDP,57970,23,11175.51273,12.96078985,Camera,Brute Force,1
443.4894307,30.29039572,4.500255482,TCP,3660,8080,3918.892843,8.545598801,Router,None,0
199.9841146,151.3073199,23.09549,UDP,51144,3389,10060.98755,16.69443392,Router,Brute Force,1
546.7951933,32.75636782,4.010846236,TCP,28301,21,3934.171211,8.30837597,Camera,None,0
483.3305825,38.48406449,6.10832297,TCP,23538,443,3251.317691,10.41009761,Smart TV,None,0
430.652707,32.52884815,3.992084517,TCP,1828,21,3598.00742,10.73231317,Smart TV,None,0
1406.314617,677.5787555,1,TCP,63434,23,61878.53724,2.381321595,Smart Lock,DDoS,1
875.5281934,279.1917154,21.96110995,UDP,16408,22,53945.70892,39.43643413,Router,Malware,1
72.50279375,554.2626616,1,TCP,23131,443,2003.549909,1.328183606,Camera,Port Scan,1
237.2219098,171.6423712,13.00674534,TCP,6805,3389,6783.837694,12.31816211,Camera,Brute Force,1
1401.34825,1046.820662,1.214939561,UDP,5319,80,76606.75417,2.368207988,Sensor,DDoS,1
473.6077046,33.41508686,4.974122464,UDP,17347,8080,4029.423576,13.08634276,Smart Thermostat,None,0
191.3600933,121.9364056,19.84719035,TCP,4550,80,7018.872096,27.29072816,Sensor,Brute Force,1
1541.691633,798.2661549,1.163179508,UDP,28460,80,76050.06513,2.518633366,Camera,DDoS,1
412.314503,30.31178449,4.964302723,TCP,4152,22,4072.868238,10.10322249,Smart Lock,None,0
611.7119907,370.7723081,21.68956313,TCP,43959,22,33621.06533,24.69374182,Smart Thermostat,Malware,1
569.0268375,331.3246164,20.5580803,UDP,21109,3389,40239.87215,38.2759828,Smart TV,Malware,1
419.3782712,26.84210514,7.356901701,UDP,59155,22,4170.508186,9.129802678,Smart TV,None,0
359.2397977,384.9667979,13.86013232,TCP,5261,23,28106.87999,20.76971193,Smart Lock,Botnet,1
532.7063148,27.30969516,5.87692725,TCP,28223,21,2670.701277,10.43871117,Camera,None,0
337.3118983,405.2480119,28.80400287,TCP,26897,443,34618.1191,31.49355411,Smart Thermostat,Botnet,1
407.7043739,40.1052402,4.160431245,TCP,47224,8080,4118.009753,4.081887327,Smart TV,None,0
180.3185243,173.7229652,20.39402489,UDP,26869,3389,5253.92335,14.13271514,Router,Brute Force,1
1783.404998,898.1433613,1.280025641,ICMP,46370,443,89412.71359,2.663923591,Router,DDoS,1
328.7967894,24.17646401,4.440817693,TCP,49774,80,5439.075083,12.19813283,Smart Lock,None,0
238.9847884,149.2723074,22.19658522,TCP,38651,22,7872.141209,27.22300124,Smart Lock,Brute Force,1
1609.853777,540.7555091,1,UDP,16704,23,62149.83612,1.233308692,Camera,DDoS,1
527.0140072,29.46657038,6.728087252,ICMP,40510,8080,4545.242204,6.989561771,Sensor,None,0
574.3478247,33.97328308,3.46722264,UDP,42719,8080,5191.550813,14.53643067,Camera,None,0
516.7953778,253.5235808,23.61117605,TCP,4606,3389,35486.87759,43.46383886,Smart Thermostat,Malware,1
157.3881843,92.16170766,19.0872046,TCP,62484,3389,7292.11588,10.52420689,Sensor,Brute Force,1
1367.812504,463.0845159,1.117255906,UDP,60450,23,98333.08218,1.286298341,Smart Thermostat,DDoS,1
1436.781378,878.8368136,1.163403219,TCP,48785,3389,84542.51964,2.559998013,Smart Lock,DDoS,1
546.7166469,32.15698714,4.916160578,ICMP,5704,21,4059.093333,8.076952252,Smart TV,None,0
713.2619408,36.58797368,4.979607769,ICMP,64590,443,3971.916925,8.019099652,Smart Lock,None,0
307.8842635,446.7232327,17.69620984,TCP,53524,80,28553.78734,29.96655354,Sensor,Botnet,1
339.3941106,40.47315286,2.204627674,TCP,11935,80,5127.354762,10.29281198,Smart TV,None,0
677.7746657,22.56411771,3.355499965,UDP,25752,21,4011.426056,13.98688177,Router,None,0
465.9081194,49.25012802,8.9645206,TCP,52594,22,3626.557034,13.31801887,Smart TV,None,0
1368.147909,1006.524183,1,UDP,33289,3389,70205.92726,1.339993908,Smart TV,DDoS,1
501.0718248,33.8301315,3.366304195,UDP,12595,8080,5556.016327,9.433393452,Smart Lock,None,0
425.1054734,8.827566879,4.893518403,TCP,62799,21,4176.787638,7.28447483,Camera,None,0
76.42486425,721.1382064,1,TCP,63229,23,2131.616715,1.161958958,Sensor,Port Scan,1
987.5189944,290.1042937,25.10263279,UDP,60442,3389,53616.87715,49.80938867,Router,Malware,1
470.7069538,26.83634577,3.697407747,TCP,65255,80,4323.083258,9.051625384,Router,None,0
340.8324676,29.76766289,9.007018821,TCP,51771,80,3560.94609,8.816281444,Smart Thermostat,None,0
448.4850355,28.66170142,3.996742887,TCP,41587,21,3676.077526,10.87513303,Smart TV,None,0
444.0300193,18.91197025,5.458920729,TCP,51517,8080,4739.326026,6.514799923,Camera,None,0
373.7735273,28.55715621,2.566563163,TCP,5802,443,6809.56897,8.645846647,Router,None,0
60.66417132,701.4993989,1,TCP,24560,80,1743.561847,1.478534158,Router,Port Scan,1
305.7647756,276.9733239,23.86858982,ICMP,25221,22,31410.6822,26.35702432,Sensor,Botnet,1
595.5260741,27.84244377,9.077547378,TCP,22902,80,5082.197331,8.435992503,Smart TV,None,0
553.5286642,25.4501652,2.548788472,ICMP,61409,80,5579.091256,10.47997484,Smart TV,None,0
188.75226,106.6792629,17.14674151,TCP,5591,3389,5976.877843,27.67029888,Smart Thermostat,Brute Force,1
541.7250143,25.92921764,4.431272324,UDP,37953,21,3660.741516,13.1915546,Smart Thermostat,None,0
370.9313257,32.24297307,6.201918569,TCP,8679,80,4677.484842,7.768417219,Smart Lock,None,0
569.0655812,15.90180571,7.365061484,TCP,23947,80,3508.344385,8.258045792,Camera,None,0
643.5798174,38.84187739,6.203100005,TCP,3755,21,5353.835547,11.17618635,Sensor,None,0
199.2268761,166.3523596,15.84291985,UDP,16250,23,8843.492065,15.9822615,Camera,Brute Force,1
1623.787947,808.2856431,1,TCP,14440,443,95939.91637,2.446044105,Smart Thermostat,DDoS,1
644.8910034,26.70790602,4.572093712,UDP,55954,21,4588.640152,9.736280538,Sensor,None,0
363.9474769,43.28478811,3.687027786,UDP,37098,8080,2983.983471,8.433284561,Camera,None,0
1061.520264,770.2383838,1.171795513,UDP,6340,3389,64595.38583,3.41129896,Smart Thermostat,DDoS,1
376.8701599,30.39227928,5.10570262,UDP,14760,443,3407.095986,12.05514689,Router,None,0
714.2382073,33.57319423,6.925921146,ICMP,46498,443,4459.705955,12.96565973,Router,None,0
751.0002907,33.36248246,1,TCP,11566,21,4043.450024,10.73784193,Smart Thermostat,None,0
1426.166849,1210.213936,1.360519009,TCP,49045,443,77366.33094,1.896217072,Camera,DDoS,1
238.8248097,178.3323692,10.94466457,UDP,40316,443,7749.671515,19.93363224,Sensor,Brute Force,1
775.2785666,193.329785,23.33998101,TCP,6605,3389,49097.54415,47.04709544,Smart Lock,Malware,1
278.7055459,32.55082044,3.816042385,TCP,33084,22,4615.585288,5.64172736,Smart Thermostat,None,0
276.8197512,30.99034821,6.861676453,UDP,30558,80,3628.283303,7.320608135,Smart Thermostat,None,0
250.8259692,113.2506573,15.83093493,UDP,56280,443,9955.80202,20.04557187,Camera,Brute Force,1
626.7662703,22.44780581,1,UDP,5527,80,3598.745061,7.747826145,Smart Lock,None,0
1047.624979,310.0276999,37.50191506,TCP,63000,22,39942.56764,46.83755705,Sensor,Malware,1
500.9938292,27.96218139,2.057769531,UDP,11425,21,3539.138682,11.94518203,Smart TV,None,0
280.5312982,166.5259322,14.58155168,TCP,52499,22,9173.90357,21.66851256,Sensor,Brute Force,1
57.45655634,855.8765465,1,UDP,47236,3389,2171.745003,1.508731579,Camera,Port Scan,1
208.1219558,131.4324256,15.82796561,TCP,37840,3389,12061.6089,24.34266245,Router,Brute Force,1
543.0747729,30.46058139,7.656313242,TCP,38716,8080,3058.462398,10.60403456,Sensor,None,0
278.6603607,26.1849398,4.036490705,TCP,63780,22,5796.094646,11.98664015,Smart Thermostat,None,0
426.7271124,24.75817094,4.529240014,UDP,2576,8080,5265.933627,12.65005491,Smart Thermostat,None,0
369.2846583,440.3446801,32.84763329,UDP,16036,23,36319.06841,11.21054206,Smart Lock,Botnet,1
653.1765059,44.68763745,5.059667574,TCP,44930,80,3357.21643,11.64136692,Sensor,None,0
526.0354188,27.72322371,4.92509383,TCP,28023,8080,3956.549365,10.49934653,Sensor,None,0
49.95565156,451.2618494,1,UDP,8646,80,1814.927485,1.507873014,Smart Lock,Port Scan,1
671.5744943,26.92472235,4.363945132,UDP,29359,22,5166.288307,11.08480157,Sensor,None,0
719.7560385,12.73034514,6.83629245,TCP,47270,21,2630.156535,11.78724372,Smart Lock,None,0
294.458417,527.4170987,19.90371426,TCP,12691,3389,21776.98761,20.42228776,Smart TV,Botnet,1
533.4291097,30.13985222,5.673166253,UDP,25357,80,4666.572669,7.053941741,Router,None,0
534.3912257,23.63430673,5.145146161,TCP,62440,443,4546.959515,12.00947026,Sensor,None,0
847.0524197,241.1172635,28.64858666,TCP,60852,80,50355.02165,34.36285667,Router,Malware,1
329.392551,28.1152659,5.821942218,TCP,36390,22,4763.338848,10.14092859,Smart Thermostat,None,0
350.6896591,303.9055902,21.28345406,TCP,34262,3389,20188.87117,18.97599007,Sensor,Botnet,1
422.7814749,29.47554234,5.70182594,TCP,64122,443,3200.856167,10.3604828,Router,None,0
609.0071957,31.26866976,1,TCP,27039,80,3453.462207,4.047570331,Smart Thermostat,None,0
1378.52811,987.3381506,1,UDP,28379,22,86481.26652,3.101854224,Camera,DDoS,1
586.0818149,18.09656512,5.981213805,TCP,56450,21,4784.954289,11.08978924,Smart Thermostat,None,0
369.0624424,505.3078561,24.06354578,TCP,22289,23,28040.37722,25.45573823,Sensor,Botnet,1
491.7707037,29.09989741,4.264600758,TCP,17452,80,6656.809491,5.772000264,Smart TV,None,0
576.8942161,30.31134853,3.302950049,UDP,23177,8080,4222.132243,9.919132491,Sensor,None,0
456.8405986,33.30307312,7.361054525,TCP,28183,22,4044.138897,9.837774472,Router,None,0
682.5527165,162.7899936,42.81942147,TCP,6218,80,44786.38278,50.38145388,Smart Thermostat,Malware,1
1718.836472,624.6353717,1,UDP,46227,23,62669.01654,3.223978496,Sensor,DDoS,1
210.8093641,18.4365234,4.41244216,UDP,5809,80,5997.296531,6.470155842,Smart Lock,None,0
771.0899946,240.7857091,31.63749986,ICMP,55182,3389,55197.24496,18.89339887,Smart TV,Malware,1
372.5102706,24.70560573,3.246278444,UDP,63123,8080,2532.954755,16.38774134,Smart Thermostat,None,0
71.2430658,660.9135318,1,TCP,33487,443,2188.764002,1,Router,Port Scan,1
886.7599248,17.1745537,4.590115467,TCP,33276,8080,3250.104969,9.138709575,Smart Lock,None,0
60.7323295,588.9965781,1,TCP,46272,22,1582.324389,1,Smart TV,Port Scan,1
452.9328784,11.43189598,3.642041371,TCP,29878,80,3228.769834,14.97212836,Router,None,0
441.3107038,28.14043323,3.572892037,TCP,40407,21,2189.38132,3.250648666,Camera,None,0
565.7754056,38.95605243,1.005066614,TCP,9467,22,3285.123438,13.93607579,Sensor,None,0
518.4557217,45.87429328,2.875785782,UDP,16567,21,3809.588243,13.45665699,Smart Thermostat,None,0
273.1705312,384.2856862,35.70904054,TCP,61278,80,25767.11611,32.65055062,Smart Lock,Botnet,1
668.0479655,240.0284993,24.42431421,TCP,30236,3389,57142.79238,36.16364701,Sensor,Malware,1
373.9793456,32.67774197,2.574562402,UDP,61656,443,5350.170051,12.15504366,Router,None,0
56.24633578,449.7254113,1,TCP,42906,80,1844.764666,1,Smart Lock,Port Scan,1
921.8787275,195.4077692,21.50116379,TCP,52562,23,35469.41804,49.183596,Smart TV,Malware,1
777.6235908,339.7356846,47.59409632,TCP,12674,3389,36383.4778,37.31008721,Camera,Malware,1
536.085745,18.93417506,6.381114637,TCP,49459,443,2147.202185,7.099619437,Smart Lock,None,0
555.9594527,16.83074926,7.416525651,TCP,16373,22,5426.984767,10.25611414,Smart TV,None,0
59.41517117,411.1634285,1,UDP,3630,22,2463.197221,1.551817667,Smart TV,Port Scan,1
641.0607892,31.92421118,7.264104577,UDP,5699,443,4375.062152,13.23353007,Smart Lock,None,0
